exchange,symbol,isin,series,date,close,prev_close,volume,value,trades,sma20,sma50,sma200,avg_vol20,volume_ratio20,high20,high50,high60,low20,low50,low60,high252,low252,dist_52w_high_pct,dist_52w_low_pct,roc20_pct,roc50_pct,rsi14,atr14_pct,range_pct,close_vs_sma20_pct,close_vs_sma50_pct,close_vs_sma200_pct,sma20_slope20_pct,sma50_slope20_pct
BSE,3MINDIA,INE470A01017,A,2026-09-21,34722.3,34233.1,517,17894493,303,33225.595,34496.715,,1091.6,0.4736,34900,37184,37184,31541.05,31541.05,31381.45,37184,31025.5,-6.6203,11.9154,3.1584,-1.796,62.49,2.3438,4.0288,4.5047,0.6539,,-5.6352,-0.4284
NSE,3MINDIA,INE470A01017,EQ,2026-09-21,34725,34095,4444,153973535,2830,33220,34505.7,,3872.05,1.1477,34890,37300,37300,31500,31500,31500,37300,31010,-6.9035,11.98,3.2253,-1.8236,62.7149,2.5105,3.0572,4.5304,0.6355,,-5.7308,-0.432
BSE,3PLAND,INE105C01023,B,2026-09-21,30.75,30,3,92,1,31.6425,31.9086,,561.55,0.0053,35,37.84,37.84,30,28,28,37.84,28,-18.7368,9.8214,-2.0701,-6.1642,42.1639,5.1173,0,-2.8206,-3.631,,-0.9283,
NSE,3PLAND,INE105C01023,EQ,2026-09-21,31.5,31.09,1083,33209.8,62,31.816,31.9148,,3912.35,0.2768,33.97,34.5,34.5,28.51,28.51,28.51,37,28.51,-14.8649,10.4875,-1.8997,-1.2539,50.0994,5.0748,5.3377,-0.9932,-1.2997,,-0.5797,-0.5652
BSE,4THGEN,INE739B01039,XT,2026-09-21,6.41,6.41,45,288,2,6.2145,,,236.8,0.19,7.99,,,4.81,,,8,4.81,-19.875,33.264,-15.7687,,54.2169,3.2873,0,3.1459,,,,
BSE,5PAISA,INE618L01018,B,2026-09-21,313.5,320.4,4267,1352737,309,342.3225,361.032,,3760.55,1.1347,386.7,416.65,416.65,307.05,307.05,307.05,416.65,299.1,-24.757,4.8144,-18.1034,-14.3443,20.387,3.7047,2.3836,-8.4197,-13.1656,,-8.0254,-0.8391
NSE,5PAISA,INE618L01018,EQ,2026-09-21,314.1,321.35,30462,9631324.8,1410,342.27,361.072,,45829.1,0.6647,385.55,416.95,416.95,307.2,307.2,307.2,416.95,299,-24.6672,5.0502,-18.2563,-14.1217,21.0884,4.0081,3.3654,-8.2303,-13.009,,-8.0593,-0.8703
BSE,63MOONS,INE111B01023,A,2026-09-21,894,884.85,14699,13175374,734,837.065,807.091,,27102.95,0.5423,944.65,957.7,957.7,740,679.25,650.35,957.7,613.3,-6.6514,45.7688,12.3751,31.8973,72.8231,4.6508,2.2766,6.8017,10.7682,,1.8015,8.9447
NSE,63MOONS,INE111B01023,EQ,2026-09-21,892.05,884.75,281652,252229978.75,12485,836.625,807.115,,422394.6,0.6668,945,957.95,957.95,739.1,677,650,957.95,613.8,-6.8793,45.3324,12.137,31.4545,71.4232,4.8039,2.4393,6.6248,10.5233,,1.7232,8.9156
BSE,7NR,INE413X01035,XT,2026-09-21,6.77,7.09,30676,210150,170,6.843,6.5494,,49782.3,0.6162,7.4,7.4,7.4,6.35,5.25,5.25,7.4,5.25,-8.5135,28.9524,-1.312,22.4231,48.9879,7.2062,5.1929,-1.0668,3.3682,,4.681,7.7098
BSE,7SEASL,INE454F01010,X,2026-09-21,96.4,98.34,12659,1230365,108,93.9675,82.6104,,62805.15,0.2016,112.89,112.89,112.89,72.1,69,69,112.89,69,-14.6071,39.7101,27.16,36.3315,54.0622,7.5326,5.6915,2.5887,16.6923,,23.9849,9.2635
BSE,7TEC,INE856B01023,X,2026-09-21,33.01,33.35,4451,145344,104,33.584,34.1902,,5982.85,0.744,34.9,42.79,42.79,31,31,31,43.99,31,-24.9602,6.4839,2.8669,-7.4313,42.6256,4.1243,4.8137,-1.7091,-3.4519,,0.2163,-6.5658
BSE,A1L,INE911Z01025,T,2026-09-21,6.39,6.23,1112352,7115203,1872,5.517,5.3796,,2003888,0.5551,6.91,6.91,7.66,4.78,4.53,4.53,9.82,4.53,-34.9287,41.0596,32.2981,-3.1818,75.1799,4.6613,3.84,15.8238,18.7821,,8.6772,-14.707
BSE,A2ZINFRA,INE619I01012,B,2026-09-21,14.8,15.11,13811,203133,64,15.748,14.9986,,24242.45,0.5697,17.08,17.85,17.85,14.33,11.6,11.6,17.85,11.6,-17.0868,27.5862,-4.1451,9.0641,24.4094,4.6429,3.377,-6.0198,-1.3241,,3.1236,5.2238
NSE,A2ZINFRA,INE619I01012,EQ,2026-09-21,14.68,14.89,73672,1087132.42,248,15.6965,14.9622,,255162.15,0.2887,17.12,17.95,17.95,14.56,12,12,17.95,12,-18.2173,22.3333,-5.0453,8.1798,23.3933,4.9192,4.0439,-6.476,-1.8861,,3.0901,5.0259
BSE,AAATECH,INE0D0U01013,B,2026-09-21,93.37,87.21,4291,394756,316,92.153,92.3736,,2403.05,1.7856,100.45,109,109,84.2,84.2,84.2,109,84.2,-14.3394,10.8907,-1.912,-2.0252,47.2788,4.4783,10.0798,1.3206,1.0787,,-0.1225,-1.8457
NSE,AAATECH,INE0D0U01013,EQ,2026-09-21,94.16,86.95,118069,10952240.49,1020,92.174,92.2672,,50344.7,2.3452,98.4,101.98,102.2,83.8,83.8,83.8,102.2,83.8,-7.8669,12.3628,-1.6195,-1.1859,48.7375,3.8916,11.6279,2.1546,2.0514,,-0.2705,-1.7516
BSE,AADHARHFC,INE883F01010,A,2026-09-21,465.95,461.75,9547,4439473,572,468.975,488.258,,73408.35,0.1301,487.3,544.5,563,440.5,440.5,440.5,563,440.5,-17.238,5.7775,0.6371,-12.7271,48.9663,2.9341,3.9602,-0.645,-4.5689,,-5.2911,-3.5827
NSE,AADHARHFC,INE883F01010,EQ,2026-09-21,466.05,461.65,141533,65879687.3,9555,469.2475,488.294,,341876.3,0.414,488,545.2,563,440.15,440.15,440.15,563,440.15,-17.2202,5.8844,0.7567,-12.8145,48.8252,2.9657,2.1616,-0.6814,-4.5555,,-5.1915,-3.573
BSE,AADIIND,INE563D01013,XT,2026-09-21,7.56,7.95,3944,29816,25,8.247,8.4652,,1277.75,3.0867,8.8,9.4,9.66,7.56,7.56,7.56,10.55,7.56,-28.3412,0,-6.6667,-19.4888,39.8964,2.6266,0,-8.3303,-10.6932,,-3.4931,-4.7334
BSE,AAIL,INE864E01021,XT,2026-09-21,88.91,88.56,462,41017,17,88.848,100.0392,,4187.4,0.1103,95.8,128,128,80.26,80.26,80,128,80,-30.5391,11.1375,-5.9153,1.9259,48.8852,4.7391,3.0644,0.0698,-11.1248,,-19.32,0.3442
NSE,AAKASH,INE087Z01024,EQ,2026-09-21,8.97,8.88,80878,730610.5,284,8.776,8.8872,,124363.45,0.6503,9.98,9.98,9.98,8.18,8.06,8.06,10.6,8.06,-15.3774,11.2903,2.9851,1.4706,60.1227,5.2158,3.8418,2.2106,0.9317,,-1.2657,-1.4308
BSE,AANCHALISP,INE322R01022,XT,2026-09-21,66,64.74,5197,326910,38,66.8305,72.0868,,11897.3,0.4368,73,97.35,127,61.2,61.2,61.2,127,53.2,-48.0315,24.0602,-9.5147,-25.4658,45.8824,5.6569,7.2996,-1.2427,-8.4437,,-5.2003,-14.4892
BSE,AAREYDRUGS,INE198H01019,B,2026-09-21,102.06,102.49,6071,625802,132,93.3225,85.6268,,15773.55,0.3849,104.1,104.1,104.1,75.7,74.48,74.48,104.1,74.48,-1.9597,37.0301,28.442,19.4243,79.7001,4.0991,3.0795,9.3627,19.1917,,14.8203,3.3566
NSE,AAREYDRUGS,INE198H01019,EQ,2026-09-21,102.37,102.13,206096,21215898.42,1593,93.355,85.419,,229105.35,0.8996,103.99,103.99,103.99,74.6,73.41,73.41,103.99,73.41,-1.5578,39.4497,26.0714,23.5905,79.0402,4.3428,3.9276,9.6567,19.8445,,14.5741,3.7162
BSE,AARNAV,INE750R01016,T,2026-09-21,30.55,31.75,3720,114949,12,32.085,31.2608,,6428.65,0.5787,34.5,36.95,36.95,28.98,25,23.06,36.95,23.06,-17.3207,32.4805,-8.6697,21.6647,46.2419,4.7463,2.842,-4.7842,-2.2738,,0.9534,10.2161
NSE,AARNAV,INE750R01016,BE,2026-09-21,32.57,31.2,22680,718657.99,96,32.1085,31.259,,13001.8,1.7444,34.8,37.4,37.4,28.32,24.95,23.51,37.4,23.51,-12.9144,38.5368,-3.582,29.5545,52.7664,5.827,10.303,1.4373,4.194,,1.0241,10.2657
NSE,AARON,INE721Z01010,EQ,2026-09-21,120.74,119.92,9458,1143373.66,407,129.2935,130.4112,,12428.05,0.761,142,154.8,154.8,115,111.15,111.15,154.8,111.15,-22.0026,8.628,-12.2784,1.5219,39.3636,6.5448,5.0847,-6.6156,-7.4159,,-5.8568,3.0591
BSE,AARTECH,INE01C001026,T,2026-09-21,51.88,51.01,383,19737,11,50.0465,48.8572,,5246,0.073,53.1,53.1,60.8,46.16,45.01,45.01,60.8,40.05,-14.6711,29.5381,7.7914,4.8293,63.7051,3.632,3.2941,3.6636,6.187,,4.4736,0.7344
NSE,AARTECH,INE01C001026,BE,2026-09-21,51.18,51.33,26284,1348426.73,115,49.9075,48.8298,,41883.85,0.6275,53.48,53.48,60.98,46.5,44.85,44.85,60.98,39.98,-16.0708,28.014,5.9847,3.8977,65.5009,4.1129,1.7647,2.5497,4.813,,3.7017,0.6709
BSE,AARTIDRUGS,INE767A01016,B,2026-09-21,435.55,431.75,3357,1468377,311,424.56,419.116,,9947.6,0.3375,443.95,453.2,453.2,410,392.8,371,453.2,365,-3.8945,19.3288,4.2734,9.8764,62.8263,3.4628,2.7765,2.5886,3.9211,,1.9437,4.6108
NSE,AARTIDRUGS,INE767A01016,EQ,2026-09-21,435.5,431.8,114136,49815404.3,5665,424.5775,419.131,,147394.8,0.7744,444,453.65,453.65,409.95,392,369,453.65,365,-4.0009,19.3151,4.3364,9.753,63.5074,3.6165,3.0746,2.5726,3.9055,,1.959,4.6034
BSE,AARTIIND,INE769A01020,A,2026-09-21,499.45,490.5,23039,11358282,2028,507.4575,503.497,,66783.45,0.345,551.45,551.45,551.45,459.65,459.65,454.65,551.45,424.35,-9.4297,17.6977,-5.1917,3.1602,40.1188,3.2536,4.3673,-1.578,-0.8038,,0.3431,2.5824
NSE,AARTIIND,INE769A01020,EQ,2026-09-21,499.8,491.15,805286,397168089.3,37080,507.455,503.566,,729042.7,1.1046,551.75,551.75,551.75,459.55,459.55,454.5,551.75,424,-9.4155,17.8774,-5.1973,3.2431,40.4946,3.2406,4.3551,-1.5085,-0.7479,,0.3312,2.582
BSE,AARTIPHARM,INE0LRU01027,A,2026-09-21,846.45,820.85,72640,61178360,2747,838.735,781.823,,42812.25,1.6967,894,932.5,932.5,765,652.3,652.3,932.5,604.1,-9.2279,40.1175,3.6554,19.3865,50.5365,4.0818,6.9463,0.9198,8.2662,,9.3766,8.6123
NSE,AARTIPHARM,INE0LRU01027,EQ,2026-09-21,846.45,820.4,2420466,2012385549.85,39950,839.0975,782.158,,605506.6,3.9974,894.7,932.6,932.6,765,650.8,650.8,932.6,604.15,-9.2376,40.1059,3.63,19.3107,50.276,4.294,7.3964,0.8762,8.2198,,9.3411,8.6359
BSE,AARTISURF,INE09EO01013,T,2026-09-21,515.2,527.7,1969,1040437,53,526.9375,499.849,,2291.3,0.8593,595,680,680,485.05,370.9,365.35,680,355.3,-24.2353,45.0042,-9.1839,33.61,48.3724,5.4175,7.7763,-2.2275,3.0711,,-0.3065,13.3388
NSE,AARTISURF,INE09EO01013,BE,2026-09-21,528.65,535.95,11770,6157183.1,384,528.8,500.399,,17548.6,0.6707,588.9,677.7,677.7,487,374.3,361.6,677.7,355.2,-21.9935,48.8316,-7.7319,36.5844,52.5843,5.1067,6.0487,-0.0284,5.6457,,0.0875,13.4869
BSE,AARVI,INE754X01016,B,2026-09-21,136,140.75,2019,274643,52,144.235,,,2930.9,0.6889,156.4,,,130.6,,,163.9,130.6,-17.0226,4.1348,-12.4276,,36.8088,3.729,0.7353,-5.7094,,,,
NSE,AARVI,INE754X01016,EQ,2026-09-21,136.1,139.95,29434,4012583.01,626,143.467,149.9408,,18031.45,1.6324,155.38,164.9,168.4,134.5,134.5,134.5,168.4,125.3,-19.1805,8.6193,-10.7541,-12.3293,38.3562,3.6743,5.0558,-5.135,-9.2308,,-6.9547,-0.1308
BSE,AASHKA,INE0EAX01014,M,2026-09-21,84,80,6000,496000,2,78.368,,,6100,0.9836,87,,,66,,,87,66,-3.4483,27.2727,13.9756,,64.6341,6.3588,5,7.1866,,,,
BSE,AASTAFIN,INE819K01014,X,2026-09-21,30.7,30.39,1824,55586,28,31.5235,33.108,,5826.25,0.3131,33.99,38.7,40.4,29.13,29.13,29.13,40.4,29.13,-24.0099,5.3896,-3.6409,-17.3175,36.2191,5.8097,2.4285,-2.6123,-7.2732,,-5.6225,-2.8367
BSE,AASTHA,INE2FMX01012,B,2026-09-21,74.33,76.27,42603,3228086,414,78.522,86.1674,,105540.9,0.4037,88.44,140.25,,73,70.05,,140.25,70.05,-47.0018,6.1099,1.7522,-39.5199,31.7102,5.2084,4.2547,-5.3386,-13.7377,,0.6899,
NSE,AASTHA,INE2FMX01012,EQ,2026-09-21,74.21,76.25,243196,18356855.68,1966,78.4845,86.094,,853721.9,0.2849,88.37,140.01,,71.72,70,,140.01,70,-46.9966,6.0143,1.6158,-39.6077,31.3788,5.4036,4.1559,-5.4463,-13.8035,,0.749,
BSE,AAVAS,INE216P01012,A,2026-09-21,1320.8,1281.2,5726,7475548,323,1287.695,1363.262,,22248.65,0.2574,1362.55,1540,1542.9,1237.15,1237.15,1237.15,1542.9,1237.15,-14.395,6.7615,-2.5276,-13.2365,66.5917,2.3097,2.9412,2.5709,-3.1147,,-7.1948,-5.2657
NSE,AAVAS,INE216P01012,EQ,2026-09-21,1321.2,1284.6,84855,111274629.4,7953,1287.605,1363.158,,137424.75,0.6175,1358.5,1544.9,1544.9,1234.2,1234.2,1234.2,1544.9,1234.2,-14.4799,7.0491,-2.516,-13.415,67.4622,2.4377,3.0195,2.6091,-3.078,,-7.1956,-5.3067
BSE,AAYUSH,INE430R01023,X,2026-09-21,25.14,25.15,81669,2046437,515,25.562,24.2246,,236531.15,0.3453,32.88,32.88,32.88,21.2,21.2,21.2,32.88,21.2,-23.5401,18.5849,15.5331,-1.6047,26.1142,9.5267,7.5,-1.6509,3.7788,,11.2916,-2.6859
BSE,AAYUSHBULL,INE777X01017,M,2026-09-21,1270.65,1270.5,63000,80032706,473,1269.78,1230.999,,79862.5,0.7889,1298.7,1298.7,1298.7,1250,1150,1150,1298.7,1150,-2.1599,10.4913,0.0354,9.0827,44.617,1.1499,0.6394,0.0685,3.221,,3.5796,3.2076
BSE,ABAN,INE421A01028,T,2026-09-21,14.34,14.26,5724,82156,36,14.809,15.735,,6116.5,0.9358,16.5,20.03,20.03,13.93,12.86,12.86,20.03,12.86,-28.4074,11.5086,-13.5103,5.9867,40.796,2.5951,1.683,-3.167,-8.8656,,-13.7105,
NSE,ABAN,INE421A01028,BE,2026-09-21,14.35,14.54,7627,109961.64,66,14.8905,15.8124,,17900.3,0.4261,16.38,20.11,20.11,14.04,12.89,12.89,20.11,12.89,-28.6425,11.3266,-14.1233,5.826,41.2409,3.2404,3.7193,-3.6298,-9.2484,,-13.7508,
BSE,ABANSENT,INE365O01028,B,2026-09-21,26.85,25.7,100,2685,5,27.3485,27.6132,,1813.7,0.0551,29.4,33,33,25.58,25.3,25.3,33,25.3,-18.6364,6.1265,-3.4867,-5.7233,47.1795,5.0678,0,-1.8228,-2.7639,,-1.3081,-0.6984
NSE,ABANSENT,INE365O01028,EQ,2026-09-21,27.01,26.07,8248,221153.02,128,27.569,27.5134,,7384.4,1.1169,29.3,32.79,32.79,25.65,25.05,25.05,32.79,25.05,-17.6273,7.8244,-3.4668,-0.5157,46.549,4.9691,2.6955,-2.0276,-1.8297,,0.4738,-0.4472
BSE,ABATEAS,INE454E01013,X,2026-09-21,8.19,8.13,9020,74401,82,8.74,9.198,,18167.9,0.4965,9.55,10.28,10.68,8,8,8,11.6,8,-29.3966,2.375,-11.6505,-17.9359,32.0652,8.0324,5.7357,-6.2929,-10.9589,,-7.2088,-5.5666
BSE,ABB,INE117A01022,A,2026-09-21,7270.95,7235.2,22300,161797897,2049,7362.965,7427.846,,17417,1.2804,7696.7,7923.35,7923.35,6903.05,6725,6725,7923.35,6651,-8.2339,9.3212,-1.903,6.4008,40.8302,2.1448,1.3811,-1.2497,-2.1123,,-2.2146,1.9646
NSE,ABB,INE117A01022,EQ,2026-09-21,7271,7270.5,161482,1173789479.5,16692,7377.275,7434.68,,183450.4,0.8802,7699,7924.5,7924.5,6905.5,6715.5,6715.5,7924.5,6653,-8.2466,9.289,-2.0609,6.3634,33.7317,2.1848,1.5095,-1.4406,-2.2016,,-2.0627,2.0388
BSE,ABBOTINDIA,INE358A01014,A,2026-09-21,26964.1,27273.3,1348,36422389,422,26097.0775,27032.489,,1029.85,1.3089,27490,29250,29250,25140.5,25140.5,25140.5,29250,25140.5,-7.815,7.2536,2.7378,-0.593,62.5775,2.035,1.669,3.3223,-0.253,,-4.853,0.0453
NSE,ABBOTINDIA,INE358A01014,EQ,2026-09-21,26960,27270,7355,198978210,3304,26093.75,27032.4,,9032.7,0.8143,27490,28940,28940,25135,25135,25135,28940,25135,-6.8417,7.2608,2.7831,-0.7546,63.1517,2.1619,1.8087,3.3198,-0.2678,,-4.8741,0.0326
BSE,ABCAPITAL,INE674K01013,A,2026-09-21,403,400.1,49730,20025954,1171,399.7825,402.818,,331169.45,0.1502,417.05,430.55,430.55,377.9,377.9,377.9,430.55,334.8,-6.3988,20.3704,-2.1845,-1.286,49.3169,2.4486,1.1348,0.8048,0.0452,,-1.7118,1.2309
NSE,ABCAPITAL,INE674K01013,EQ,2026-09-21,403.4,410.05,1591907,640631057.45,27482,400.7925,403.292,,2632298.5,0.6048,416.45,430.7,430.7,378,378,378,430.7,334.8,-6.3385,20.4898,-2.3245,-1.2001,46.8586,2.5613,1.1223,0.6506,0.0268,,-1.5203,1.3284
BSE,ABCINDQ,INE125D01011,X,2026-09-21,59.12,63.59,9609,576901,76,63.636,64.2532,,1493.05,6.4358,69.55,69.55,69.55,58,58,58,69.8,58,-15.3009,1.931,-7.7979,-9.2556,34.9938,4.9403,6.8793,-7.0966,-7.989,,-1.4999,-1.0579
BSE,ABCOTS,INE08PH01015,B,2026-09-21,210.05,210.95,331,68320,21,209.2325,205.936,,12251.8,0.027,223.95,239,239,198,198,198,253.15,197.2,-17.0255,6.5162,0,0.1669,39.7541,5.7435,5.6595,0.3907,1.9977,,2.7841,-2.9222
NSE,ABCOTS,INE08PH01015,EQ,2026-09-21,208.01,209.85,2489,516638.23,209,207.664,205.0914,,17972.2,0.1385,223.45,225,228.89,200.1,196.81,196.81,252.21,196.81,-17.5251,5.6908,-0.6733,-0.9193,40.1814,5.2233,4.8293,0.1666,1.4231,,2.4037,-3.2228
BSE,ABDL,INE552Z01027,A,2026-09-21,656.65,651,62464,40960244,1682,620.6675,618.619,,119743.6,0.5216,663.6,663.6,711.8,587.4,581.4,581.4,711.8,560.5,-7.748,17.1543,10.3892,1.2489,69.2004,2.949,4.3396,5.7974,6.1477,,0.7773,-1.8645
NSE,ABDL,INE552Z01027,EQ,2026-09-21,656.3,647.6,423120,277503138.2,17990,620.655,618.557,,411133.25,1.0292,664,664,711.7,586.55,580,580,711.7,560,-7.7842,17.1964,10.3025,1.1638,67.2901,2.9668,3.4751,5.7431,6.1018,,0.7909,-1.8738
BSE,ABFRL,INE647O01011,A,2026-09-21,49.88,50.15,108301,5437588,2205,51.6885,55.582,,253217.85,0.4277,55.28,64.05,64.05,48.75,48.75,48.75,64.05,48.75,-22.1233,2.3179,-8.292,-16.9359,39.603,3.222,1.608,-3.4988,-10.2587,,-11.342,-5.8602
NSE,ABFRL,INE647O01011,EQ,2026-09-21,49.85,50.16,2352382,117962162.32,14574,51.673,55.5834,,4480874.25,0.525,55.28,64.1,64.1,48.71,48.71,48.71,64.1,48.71,-22.2309,2.3404,-8.2797,-16.9444,39.4958,3.2068,1.7304,-3.528,-10.315,,-11.402,-5.8646
BSE,ABHICAP,INE516F01016,X,2026-09-21,111.95,107.95,46,5199,8,106.9625,107.024,,1292.85,0.0356,118.9,129.7,129.7,93,91.5,91,129.7,91,-13.6854,23.022,16.4932,7.1805,53.6788,5.8891,15.0025,4.6628,4.6027,,-0.4583,-0.8817
BSE,ABHIFIN,INE723C01015,X,2026-09-21,70.15,68,1233,85388,10,63.957,58.4674,,588.75,2.0943,72.9,72.9,72.9,55,48.07,48.07,72.9,48.07,-3.7723,45.933,27.5455,25.1561,61.9654,5.9627,9.1331,9.6831,19.9814,,16.1904,
BSE,ABHIINFRA,INE281P01016,X,2026-09-21,9.32,8.88,1051,9795,3,8.6395,,,489.95,2.1451,9.32,,,8.04,,,9.5,7.99,-1.8947,16.6458,8.7515,,57.9186,2.0999,0,7.8766,,,-0.2137,
BSE,ABINFRA,INE00YB01025,T,2026-09-21,12.13,11.56,45001,541656,67,11.558,11.0142,,42656.85,1.055,13.02,14.41,14.41,10.71,8.9,8.9,14.41,8.83,-15.8223,37.3726,-4.4882,18.2261,61.7647,4.7462,2.7966,4.949,10.1306,,5.9784,3.0848
NSE,ABINFRA,INE00YB01025,BE,2026-09-21,12.13,11.57,531388,6433870.9,410,11.578,11.0252,,543652.8,0.9774,13.26,14.44,14.44,10.61,9.78,9.78,14.44,8.82,-15.9972,37.5283,-3.9588,17.9961,61.6949,4.6873,2.7966,4.7677,10.0207,,6.2007,3.1318
BSE,ABIRAFN,INE195I01013,Z,2026-09-21,32,32.5,114,3706,7,33.9725,32.7366,,1316.15,0.0866,37.75,37.75,37.75,31,29.9,29.9,37.75,29.9,-15.2318,7.0234,3.1925,-3.0303,34.5528,5.4531,3.5937,-5.8062,-2.2501,,6.6858,1.3693
BSE,ABLBL,INE14LE01019,A,2026-09-21,80.91,81.06,17971,1454277,278,84.1215,89.4938,,48909.85,0.3674,87.29,99.99,99.99,80.65,80.65,80.65,102.75,80.65,-21.2555,0.3224,-6.0606,-15.3573,25.9951,2.4904,0.9671,-3.8177,-9.5915,,-8.4337,-5.6484
NSE,ABLBL,INE14LE01019,EQ,2026-09-21,80.89,81.17,411431,33289205.89,6045,84.1285,89.4978,,620234.2,0.6633,87.4,100.04,100.04,80.6,80.6,80.6,102.8,80.6,-21.3132,0.3598,-6.0729,-15.3428,26.57,2.4548,1.1414,-3.8495,-9.6179,,-8.441,-5.6335
NSE,ABMINTLLTD,INE251C01025,BE,2026-09-21,48.99,49.98,1064,52125.36,9,54.7335,49.7116,,765.7,1.3896,63.15,72.8,72.8,48.99,39.15,39.15,72.8,39.15,-32.706,25.1341,-8.0173,19.7214,17.6835,1.8167,0,-10.4936,-1.4516,,12.1726,
BSE,ABMKNO,INE850B01026,B,2026-09-21,178,171.7,88,15668,13,186.4675,194.949,,363.95,0.2418,227,238.8,238.8,154.3,154.3,154.3,238.8,154.3,-25.4606,15.3597,-10.5528,-11.0445,40.7834,5.8086,1.1236,-4.541,-8.6941,,-4.5982,
NSE,ABMKNO,INE850B01026,EQ,2026-09-21,175.67,170.5,251,43999.81,32,183.985,191.2762,,846.55,0.2965,197,210,222.91,168.3,168.3,168.3,224.3,168.3,-21.6808,4.3791,-7.4788,-16.3476,33.8953,4.6495,4.3402,-4.5194,-8.159,,-5.3777,-5.2992
