symbol,series,52w_high,52w_high_date,52w_low,52w_low_date
UHZAVERI$,EQ,-,-,-,-
UJJIVANSFB,EQ,73.94,20-AUG-2026,42.33,08-SEP-2025
ULTRACAB$,EQ,-,-,-,-
ULTRACEMCO,EQ,13110.00,10-FEB-2026,10325.00,23-MAR-2026
ULTRAMAR,EQ,455.75,07-AUG-2026,364.10,18-JUN-2026
UMA,SM,24.50,18-SEP-2025,14.40,11-AUG-2026
UMAEXPORTS,BE,55.90,13-OCT-2025,18.12,30-MAR-2026
UMESLTD,EQ,7.14,16-MAR-2026,3.88,04-MAR-2026
UMIYA$,EQ,-,-,-,-
UMIYA-MRO,EQ,110.90,17-OCT-2025,70.00,21-JAN-2026
UML$,SM,-,-,-,-
UNGOLDINAV,EQ,-,-,-,-
UNIABEXAL$,BE,-,-,-,-
UNIAUTO$,EQ,-,-,-,-
UNICHEMLAB,EQ,687.20,09-JUL-2026,278.20,30-MAR-2026
UNIDT,BE,254.97,04-JUN-2026,146.00,30-MAR-2026
UNIECOM,EQ,155.80,04-SEP-2025,78.51,30-MAR-2026
UNIENTER,EQ,161.80,03-SEP-2025,87.51,30-MAR-2026
UNIFIED$,SM,-,-,-,-
UNIHEALTH,SM,820.00,04-AUG-2026,133.65,26-SEP-2025
UNIINFO,EQ,20.43,03-SEP-2025,9.36,27-MAR-2026
UNIJOLL$,BE,-,-,-,-
UNILEX,SM,48.60,03-SEP-2025,20.05,30-MAR-2026
UNIMECH,EQ,1555.00,14-AUG-2026,695.00,30-MAR-2026
UNIOFFICE$,EQ,-,-,-,-
UNIONBANK,EQ,205.49,27-FEB-2026,125.45,05-SEP-2025
UNIONGOLD,EQ,177.00,29-JAN-2026,101.90,03-SEP-2025
UNIPARTS,EQ,915.95,01-SEP-2026,399.80,21-JAN-2026
UNIQUEO$,EQ,-,-,-,-
UNIROYAL$,EQ,-,-,-,-
UNISEM$,EQ,-,-,-,-
UNISHIRE$,SM,-,-,-,-
UNISON$,BE,-,-,-,-
UNITDCR$,EQ,-,-,-,-
UNITDSPR,EQ,1563.40,21-AUG-2026,1210.80,07-APR-2026
UNITECH,EQ,7.93,06-OCT-2025,3.10,30-MAR-2026
UNITEDINT$,EQ,-,-,-,-
UNITEDPOLY,EQ,51.16,26-SEP-2025,20.60,25-FEB-2026
UNITEDTEA,EQ,590.00,13-APR-2026,412.00,10-NOV-2025
UNITINT$,BE,-,-,-,-
UNIVASTU,BE,178.98,24-AUG-2026,56.02,30-MAR-2026
UNIVCABLES,EQ,1774.90,11-AUG-2026,576.00,16-MAR-2026
UNIVPHOTO,BE,515.80,11-MAR-2026,180.60,21-JAN-2026
UNIVSTAR$,BE,-,-,-,-
UNIWSEC$,BE,-,-,-,-
UNOMINDA,EQ,1382.00,07-OCT-2025,994.00,16-MAR-2026
UNTTEMI$,BE,-,-,-,-
UPHOT,EQ,1500.00,03-SEP-2026,1331.00,25-AUG-2026
UPL,EQ,812.20,02-JAN-2026,557.95,19-AUG-2026
UPSURGE$,EQ,-,-,-,-
URAVIDEF,BE,416.00,03-SEP-2025,101.00,19-AUG-2026
URBAN,SM,193.20,07-NOV-2025,114.00,23-MAR-2026
URBANCO,EQ,201.18,22-SEP-2025,100.70,04-MAR-2026
URJA,EQ,14.45,19-SEP-2025,8.00,30-MAR-2026
URSUGAR$,BE,-,-,-,-
USASEEDS,SM,197.86,12-SEP-2025,76.50,22-JUL-2026
USHAFIN,SM,51.70,26-SEP-2025,26.75,22-JAN-2026
USHAKIRA$,EQ,-,-,-,-
USHAMART,EQ,527.50,04-JUN-2026,374.00,04-SEP-2025
USK,EQ,35.17,23-SEP-2025,18.97,01-APR-2026
UTIAMC,EQ,1418.00,23-SEP-2025,866.00,01-SEP-2026
UTKAL,SM,66.00,17-JUN-2026,22.60,13-JUL-2026
UTKARSHBNK,EQ,22.03,24-OCT-2025,10.12,30-MAR-2026
UTLSOLAR,EQ,494.25,20-AUG-2026,172.00,05-MAR-2026
UTSSAV,ST,568.00,17-JUL-2026,160.05,07-OCT-2025
UTTAMSUGAR,EQ,359.30,24-AUG-2026,181.10,16-MAR-2026
UVDRHOR$,EQ,-,-,-,-
UVS$,EQ,-,-,-,-
UWCSL,SM,128.95,04-SEP-2025,83.50,13-MAY-2026
UYFINCORP,BE,22.34,07-AUG-2026,11.50,30-MAR-2026
V2RETAIL,EQ,259.25,04-JUN-2026,158.56,10-SEP-2025
VAARAD$,EQ,-,-,-,-
VADILALIND,EQ,8447.00,13-AUG-2026,3996.00,27-JAN-2026
VADILENT,EQ,12598.00,01-SEP-2026,9401.00,20-AUG-2026
VAHH$,SM,-,-,-,-
VAIBHAVGBL,EQ,293.25,30-OCT-2025,174.13,30-MAR-2026
VAICC$,BE,-,-,-,-
VAISHALI,EQ,12.70,18-SEP-2025,4.75,30-MAR-2026
VAKRANGEE,EQ,9.77,17-SEP-2025,4.61,30-MAR-2026
VAL30IETF,EQ,17.70,25-FEB-2026,12.85,05-SEP-2025
VALENCIA$,SM,-,-,-,-
VALIANT$,EQ,-,-,-,-
VALIANTLAB,BE,110.70,26-AUG-2026,49.51,04-MAR-2026
VALIANTORG,BE,397.00,10-SEP-2025,195.00,17-MAR-2026
VALINDIA$,SM,-,-,-,-
VALLEY$,EQ,-,-,-,-
VALPLAST$,SM,-,-,-,-
VALSONQ$,BE,-,-,-,-
VALUE,EQ,19.69,17-APR-2026,14.83,02-APR-2026
VALUE360,SM,91.00,06-JUL-2026,67.35,15-MAY-2026
VALUEAXIS,EQ,39.00,18-JUN-2026,26.76,09-MAR-2026
VAMA$,EQ,-,-,-,-
VAML,EQ,537.00,15-JUN-2026,423.15,22-JUL-2026
VAMSHIRU$,EQ,-,-,-,-
VANDAN$,SM,-,-,-,-
VANDU$,SM,-,-,-,-
VANICOM$,EQ,-,-,-,-
VANTABIO$,ST,-,-,-,-
VAPIENTER$,BE,-,-,-,-
VARDHACRLC,BE,48.77,08-SEP-2025,27.01,30-MAR-2026
VARDHANCF$,BE,-,-,-,-
VARDMNPOLY,EQ,9.49,10-OCT-2025,5.10,12-JAN-2026
VARIMAN$,EQ,-,-,-,-
VARROC,EQ,896.00,01-SEP-2026,462.00,30-MAR-2026
VARUNME$,BE,-,-,-,-
VARYAA$,SM,-,-,-,-
VASA,SM,5.00,02-JAN-2026,4.00,18-SEP-2025
VASCONEQ,EQ,74.59,10-OCT-2025,26.75,30-MAR-2026
VASHISHTH$,SM,-,-,-,-
VASINFRA$,BE,-,-,-,-
VASUPRADA,EQ,102.00,03-SEP-2026,94.00,28-AUG-2026
VASWANI,EQ,69.99,13-NOV-2025,44.50,17-AUG-2026
VBIND$,EQ,-,-,-,-
VBL,EQ,555.80,17-JUN-2026,381.00,23-MAR-2026
VCL,BE,2.66,10-DEC-2025,.87,10-NOV-2025
VCU$,EQ,-,-,-,-
VDEAL,SM,260.00,27-NOV-2025,142.00,06-AUG-2026
VEDAVAAG,EQ,19.80,19-AUG-2026,16.98,31-AUG-2026
VEDL,EQ,795.00,21-APR-2026,249.70,17-JUL-2026
VEDPOWER,EQ,49.88,03-JUL-2026,33.06,31-JUL-2026
VEEDOL,EQ,2035.00,19-SEP-2025,1238.20,30-MAR-2026
VEEFIN$,SM,-,-,-,-
VEEKAYEM,SM,315.00,17-SEP-2025,79.80,02-FEB-2026
VEERENRGY$,EQ,-,-,-,-
VEERHEALT$,BE,-,-,-,-
VEERKRUPA$,SM,-,-,-,-
VEGA$,BE,-,-,-,-
VEL$,EQ,-,-,-,-
VELHO$,BE,-,-,-,-
VELJAN,BE,1980.00,03-JUL-2026,812.00,06-MAY-2026
VELLORA$,EQ,-,-,-,-
VELOX$,BE,-,-,-,-
VELS,ST,75.00,08-MAY-2026,39.75,29-SEP-2025
VENKEYS,EQ,1800.00,13-MAY-2026,1165.00,30-MAR-2026
VENLONENT$,EQ,-,-,-,-
VENMAX$,EQ,-,-,-,-
VENTIVE,EQ,793.95,03-FEB-2026,542.60,30-MAR-2026
VENTURA$,EQ,-,-,-,-
VENUSPIPES,EQ,1875.00,07-JUL-2026,890.00,30-MAR-2026
VENUSREM,BE,2044.30,29-JUN-2026,424.00,19-SEP-2025
VERA,SM,86.25,18-AUG-2026,65.55,03-JUL-2026
VERANDA,EQ,272.50,28-OCT-2025,130.02,19-MAR-2026
VERITAAS,SM,74.90,19-SEP-2025,28.60,28-AUG-2026
VERITAS$,BE,-,-,-,-
VERTEX$,BE,-,-,-,-
VERTEXPLUS,SM,149.80,08-OCT-2025,35.95,24-JUN-2026
VERTIS,IV,125.00,12-AUG-2026,99.25,04-SEP-2025
VERTOZ,EQ,86.75,17-SEP-2025,27.02,30-MAR-2026
VESUVIUS,EQ,607.90,20-FEB-2026,403.95,31-AUG-2026
VETO,BE,153.95,09-JUN-2026,82.32,30-MAR-2026
VGCL,EQ,62.95,24-AUG-2026,52.00,03-SEP-2026
VGIL$,EQ,-,-,-,-
VGINFOTECH,SM,201.80,09-SEP-2025,99.50,30-MAR-2026
VGL,EQ,92.50,17-SEP-2025,43.70,30-MAR-2026
VGUARD,EQ,392.20,25-SEP-2025,288.80,24-JUL-2026
VHL,EQ,4275.00,27-OCT-2025,2870.00,30-MAR-2026
VHLTD,BE,145.20,26-DEC-2025,104.25,17-SEP-2025
VHLTD-RE1,BE,.35,03-SEP-2026,.15,03-SEP-2026
VIAZ,SM,99.55,12-SEP-2025,57.80,10-JUL-2026
VICTMILL$,EQ,-,-,-,-
VICTORYEV,SM,34.45,14-JAN-2026,13.70,01-APR-2026
VIDHIING,EQ,410.00,04-SEP-2025,258.60,30-MAR-2026
VIDYAWIRES,EQ,117.35,29-MAY-2026,42.51,01-FEB-2026
VIESL,SM,417.50,03-SEP-2026,170.00,03-SEP-2025
VIGOR,ST,114.40,16-JUL-2026,44.75,23-MAR-2026
VIJAYA,EQ,1573.00,13-AUG-2026,848.00,30-MAR-2026
VIJAYPD,SM,114.50,04-MAY-2026,35.00,07-OCT-2025
VIJIFIN,BE,16.26,03-SEP-2026,2.01,18-FEB-2026
VIJSOLX,EQ,719.90,03-SEP-2026,657.50,03-SEP-2026
VIKASECO,EQ,2.15,09-SEP-2025,.99,30-MAR-2026
VIKASLIFE,EQ,2.37,22-SEP-2025,1.05,30-MAR-2026
VIKRAMAR$,EQ,-,-,-,-
VIKRAMSOLR,EQ,407.95,10-SEP-2025,155.38,07-AUG-2026
VIKRAMTH$,BE,-,-,-,-
VIKRAN,EQ,118.40,20-NOV-2025,51.10,30-MAR-2026
VILAS,SM,604.00,15-SEP-2025,320.00,04-FEB-2026
VILINBIO,SM,54.40,12-MAY-2026,18.95,16-DEC-2025
VIMTALABS,EQ,902.65,05-SEP-2025,376.05,30-MAR-2026
VINATIORGA,EQ,1849.90,29-SEP-2025,1203.00,13-APR-2026
VINCOFE,EQ,189.40,31-AUG-2026,120.24,16-MAR-2026
VINDHYATEL,EQ,2810.00,03-SEP-2026,963.90,30-MAR-2026
VINEETLAB,EQ,43.50,27-APR-2026,26.89,08-SEP-2025
VINNY,EQ,1.53,11-DEC-2025,.94,12-MAY-2026
VINSYS,ST,610.90,27-AUG-2026,215.00,30-MAR-2026
VINTAGES$,EQ,-,-,-,-
VINYAS,SM,1730.00,21-AUG-2026,809.00,02-APR-2026
VINYLINDIA,EQ,325.00,08-SEP-2025,161.00,30-MAR-2026
VINYOFL$,EQ,-,-,-,-
VIPCLOTHNG,EQ,41.20,22-SEP-2025,14.05,30-MAR-2026
VIPIND,EQ,454.30,18-SEP-2025,278.25,18-MAY-2026
VIPPYSP$,EQ,-,-,-,-
VIPULLTD,BE,18.60,14-JUL-2026,7.38,03-DEC-2025
VIPULORG$,EQ,-,-,-,-
VIRAT,EQ,494.40,25-AUG-2026,268.05,18-AUG-2026
VIRATCRA$,EQ,-,-,-,-
VIRGOGLOB$,BE,-,-,-,-
VIRINCHI,EQ,32.69,18-SEP-2025,13.81,30-MAR-2026
VIRTUALG,BE,.60,24-AUG-2026,.40,18-AUG-2026
VIRYA$,BE,-,-,-,-
VISACHROME,EQ,73.68,17-OCT-2025,27.05,01-APR-2026
VISAGAR$,EQ,-,-,-,-
VISAKAIND,EQ,104.41,10-AUG-2026,50.20,30-MAR-2026
VISAMAN,SM,145.00,21-JAN-2026,64.60,03-SEP-2026
VISDEM,SM,132.80,28-NOV-2025,61.00,30-MAR-2026
VISHAL,EQ,21.94,31-AUG-2026,17.85,17-AUG-2026
VISHALBL$,EQ,-,-,-,-
VISHNU,EQ,697.20,03-SEP-2026,443.70,30-SEP-2025
VISHNUINFR,SM,218.90,30-JAN-2026,125.20,30-MAR-2026
VISHWARAJ,EQ,10.00,03-SEP-2025,4.14,30-MAR-2026
VISHWAS,ST,62.85,11-SEP-2025,32.05,19-MAR-2026
VISIONCIN$,EQ,-,-,-,-
VISL,EQ,44.78,03-JUL-2026,19.06,15-JUN-2026
VISTAPH$,EQ,-,-,-,-
VISTARAMA$,EQ,-,-,-,-
VISVEN$,EQ,-,-,-,-
VITAL,EQ,69.40,16-APR-2026,35.40,24-MAR-2026
VIVANTA$,EQ,-,-,-,-
VIVIANA,BE,1162.50,13-OCT-2025,565.00,27-JAN-2026
VIVIDEL,SM,1690.00,03-SEP-2026,556.00,07-APR-2026
VIVIDHA,EQ,.91,29-SEP-2025,.43,30-MAR-2026
VIVIDIND$,EQ,-,-,-,-
VIVIDM$,EQ,-,-,-,-
VIVIMEDLAB,BE,29.40,18-DEC-2025,4.75,11-AUG-2026
VIVO,ST,164.00,24-AUG-2026,64.00,12-SEP-2025
VIVOBIOT,EQ,20.94,17-AUG-2026,17.51,27-AUG-2026
VIYASH,EQ,298.00,06-JUL-2026,171.78,03-SEP-2025
VJLAXMIE$,EQ,-,-,-,-
VJTFEDU$,EQ,-,-,-,-
VKAL$,EQ,-,-,-,-
VLEGOV,BE,38.90,12-SEP-2025,8.42,01-APR-2026
VLINFRA,SM,39.60,24-APR-2026,18.00,30-MAR-2026
VLL$,EQ,-,-,-,-
VLSFINANCE,EQ,339.00,05-DEC-2025,198.81,12-NOV-2025
VMARCIND,SM,406.00,24-AUG-2026,70.00,06-OCT-2025
VMART,EQ,888.00,14-OCT-2025,457.90,30-MAR-2026
VMM,EQ,155.32,05-SEP-2025,98.77,23-MAR-2026
